risk_history_id,customer_id,credit_score_band,credit_score,risk_segment,income_band,employment_status,effective_start_date,effective_end_date,is_current
352,291,Good,694,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
353,292,Fair,598,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
354,293,Fair,625,High,<40K,Self-employed,2023-01-01,2099-12-31,True
355,294,Excellent,783,Low,<40K,Employed,2023-01-01,2099-12-31,True
356,295,No Score,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
357,295,Very Good,732,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
358,296,Very Good,761,Medium,<40K,Student,2023-01-01,2099-12-31,True
359,297,Good,687,New/Thin File,60K-90K,Retired,2023-01-01,2099-12-31,True
360,298,Excellent,,Low,40K-60K,Student,2023-01-01,2024-12-31,False
361,298,Fair,599,Low,40K-60K,Student,2025-01-01,2099-12-31,True
362,299,Excellent,836,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
363,300,Good,664,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
364,301,Good,710,Medium,60K-90K,Self-employed,2023-01-01,2099-12-31,True
365,302,Poor,,New/Thin File,200K+,Retired,2023-01-01,2024-12-31,False
366,302,Very Good,757,Low,200K+,Retired,2025-01-01,2099-12-31,True
367,303,Very Good,737,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
368,304,Fair,642,High,40K-60K,Employed,2023-01-01,2099-12-31,True
369,305,Good,687,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
370,306,Excellent,787,New/Thin File,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
371,307,Very Good,755,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
372,308,Very Good,739,Low,40K-60K,Student,2023-01-01,2099-12-31,True
373,309,No Score,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
374,309,Very Good,756,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
375,310,Very Good,742,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
376,311,Very Good,764,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
377,312,No Score,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
378,312,Good,685,Medium,90K-125K,Employed,2025-01-01,2099-12-31,True
379,313,Fair,629,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
380,314,Poor,576,High,60K-90K,Employed,2023-01-01,2099-12-31,True
381,315,Very Good,725,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
382,316,Fair,,New/Thin File,60K-90K,Employed,2023-01-01,2024-12-31,False
383,316,Fair,590,High,60K-90K,Employed,2025-01-01,2099-12-31,True
384,317,Very Good,725,Low,200K+,Employed,2023-01-01,2099-12-31,True
385,318,Good,707,Medium,<40K,Employed,2023-01-01,2099-12-31,True
386,319,Poor,544,High,<40K,Employed,2023-01-01,2099-12-31,True
387,320,Very Good,731,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
388,321,Fair,642,High,60K-90K,Employed,2023-01-01,2099-12-31,True
389,322,Fair,,Low,125K-200K,Unemployed,2023-01-01,2024-12-31,False
390,322,Fair,627,High,125K-200K,Unemployed,2025-01-01,2099-12-31,True
391,323,No Score,,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
392,324,Fair,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
393,324,Very Good,778,Medium,90K-125K,Employed,2025-01-01,2099-12-31,True
394,325,Poor,547,High,90K-125K,Employed,2023-01-01,2099-12-31,True
395,326,Excellent,818,Medium,200K+,Employed,2023-01-01,2099-12-31,True
396,327,Very Good,,Medium,40K-60K,Employed,2023-01-01,2024-12-31,False
397,327,Good,707,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
398,328,Good,701,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
399,329,Very Good,761,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
400,330,Fair,600,High,60K-90K,Employed,2023-01-01,2099-12-31,True
401,331,Fair,,Medium,<40K,Student,2023-01-01,2024-12-31,False
402,331,Very Good,761,Medium,<40K,Student,2025-01-01,2099-12-31,True
403,332,Very Good,748,High,40K-60K,Employed,2023-01-01,2099-12-31,True
404,333,Very Good,745,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
405,334,Very Good,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
406,334,Good,669,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
407,335,Good,719,Medium,125K-200K,Unemployed,2023-01-01,2099-12-31,True
408,336,Fair,653,High,125K-200K,Employed,2023-01-01,2099-12-31,True
409,337,Good,712,Medium,<40K,Employed,2023-01-01,2099-12-31,True
410,338,Excellent,,Low,<40K,Employed,2023-01-01,2024-12-31,False
411,338,Good,724,Low,<40K,Employed,2025-01-01,2099-12-31,True
412,339,Fair,639,High,40K-60K,Employed,2023-01-01,2099-12-31,True
413,340,Very Good,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
414,340,Good,706,High,60K-90K,Employed,2025-01-01,2099-12-31,True
415,341,Good,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
416,341,Poor,536,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
417,342,Good,,High,60K-90K,Employed,2023-01-01,2024-12-31,False
418,342,Fair,585,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
419,343,Very Good,774,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
420,344,Good,720,High,40K-60K,Employed,2023-01-01,2099-12-31,True
421,345,Good,714,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
422,346,Good,664,Medium,200K+,Retired,2023-01-01,2099-12-31,True
423,347,Good,717,High,60K-90K,Employed,2023-01-01,2099-12-31,True
424,348,Poor,536,High,200K+,Employed,2023-01-01,2099-12-31,True
425,349,Very Good,778,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
426,350,Excellent,835,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
427,351,Very Good,738,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
428,352,Good,708,High,125K-200K,Student,2023-01-01,2099-12-31,True
429,353,Good,688,High,40K-60K,Employed,2023-01-01,2099-12-31,True
430,354,Excellent,840,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
431,355,Very Good,755,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
432,356,Good,711,High,60K-90K,Employed,2023-01-01,2099-12-31,True
433,357,No Score,,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
434,358,No Score,,Low,<40K,Employed,2023-01-01,2099-12-31,True
435,359,Very Good,762,Low,90K-125K,Self-employed,2023-01-01,2099-12-31,True
436,360,Good,,High,125K-200K,Retired,2023-01-01,2024-12-31,False
437,360,Very Good,762,Low,125K-200K,Retired,2025-01-01,2099-12-31,True
438,361,Good,682,Low,60K-90K,Student,2023-01-01,2099-12-31,True
439,362,Excellent,787,Low,200K+,Retired,2023-01-01,2099-12-31,True
440,363,Excellent,797,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
441,364,Very Good,726,New/Thin File,125K-200K,Employed,2023-01-01,2099-12-31,True
442,365,Very Good,747,Low,<40K,Self-employed,2023-01-01,2099-12-31,True
443,366,Very Good,744,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
444,367,Good,,Medium,60K-90K,Student,2023-01-01,2024-12-31,False
445,367,Excellent,849,Medium,60K-90K,Student,2025-01-01,2099-12-31,True
446,368,Good,660,Medium,125K-200K,Self-employed,2023-01-01,2099-12-31,True
447,369,Good,,New/Thin File,90K-125K,Employed,2023-01-01,2024-12-31,False
448,369,Fair,596,Medium,90K-125K,Employed,2025-01-01,2099-12-31,True
449,370,Good,708,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
450,371,Excellent,800,New/Thin File,<40K,Retired,2023-01-01,2099-12-31,True
451,372,Good,723,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
452,373,Excellent,,New/Thin File,40K-60K,Student,2023-01-01,2024-12-31,False
453,373,Very Good,772,Low,40K-60K,Student,2025-01-01,2099-12-31,True
454,374,Very Good,761,High,90K-125K,Employed,2023-01-01,2099-12-31,True
455,375,Very Good,755,Low,<40K,Student,2023-01-01,2099-12-31,True
456,376,Very Good,727,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
457,377,Fair,632,High,<40K,Employed,2023-01-01,2099-12-31,True
458,378,Excellent,836,Low,40K-60K,Student,2023-01-01,2099-12-31,True
459,379,Poor,541,High,<40K,Employed,2023-01-01,2099-12-31,True
460,380,No Score,,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
461,381,No Score,,High,60K-90K,Student,2023-01-01,2024-12-31,False
462,381,Good,717,Medium,60K-90K,Student,2025-01-01,2099-12-31,True
463,382,Excellent,801,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
464,383,Fair,617,High,125K-200K,Employed,2023-01-01,2099-12-31,True
465,384,Good,704,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
466,385,Very Good,767,Low,<40K,Employed,2023-01-01,2099-12-31,True
467,386,Good,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
468,386,Very Good,761,Low,<40K,Employed,2025-01-01,2099-12-31,True
469,387,Very Good,730,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
470,388,Poor,530,Low,<40K,Employed,2023-01-01,2099-12-31,True
471,389,Poor,527,High,125K-200K,Newcomer/Temporary,2023-01-01,2099-12-31,True
472,390,Fair,633,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
473,391,Good,669,Medium,125K-200K,Retired,2023-01-01,2099-12-31,True
474,392,No Score,,Medium,200K+,Retired,2023-01-01,2024-12-31,False
475,392,Very Good,741,Medium,200K+,Retired,2025-01-01,2099-12-31,True
476,393,Good,716,New/Thin File,90K-125K,Self-employed,2023-01-01,2099-12-31,True
477,394,Poor,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
478,394,Good,715,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
479,395,Fair,,High,60K-90K,Self-employed,2023-01-01,2024-12-31,False
480,395,Fair,639,High,60K-90K,Self-employed,2025-01-01,2099-12-31,True
481,396,Fair,603,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
482,397,Very Good,748,Medium,40K-60K,Student,2023-01-01,2099-12-31,True
483,398,Fair,598,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
484,399,Fair,585,Low,200K+,Employed,2023-01-01,2099-12-31,True
485,400,Good,690,Medium,<40K,Employed,2023-01-01,2099-12-31,True
486,401,Very Good,726,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
487,402,Excellent,846,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
488,403,Very Good,,New/Thin File,60K-90K,Newcomer/Temporary,2023-01-01,2024-12-31,False
489,403,Good,669,Medium,60K-90K,Newcomer/Temporary,2025-01-01,2099-12-31,True
490,404,Excellent,810,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
491,405,Very Good,748,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
492,406,Very Good,741,Medium,<40K,Self-employed,2023-01-01,2099-12-31,True
493,407,Poor,,High,60K-90K,Unemployed,2023-01-01,2024-12-31,False
494,407,Poor,536,High,60K-90K,Unemployed,2025-01-01,2099-12-31,True
495,408,Poor,572,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
496,409,Good,,Low,60K-90K,Retired,2023-01-01,2024-12-31,False
497,409,Fair,599,High,60K-90K,Retired,2025-01-01,2099-12-31,True
498,410,Very Good,762,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
499,411,Very Good,734,High,40K-60K,Employed,2023-01-01,2099-12-31,True
500,412,Very Good,735,Low,90K-125K,Retired,2023-01-01,2099-12-31,True
501,413,Good,686,High,90K-125K,Employed,2023-01-01,2099-12-31,True
502,414,Excellent,815,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
503,415,Fair,616,High,40K-60K,Employed,2023-01-01,2099-12-31,True
504,416,Good,670,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
505,417,Very Good,758,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
506,418,Poor,559,Medium,60K-90K,Self-employed,2023-01-01,2099-12-31,True
507,419,No Score,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
508,419,Very Good,765,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
509,420,Good,665,Medium,40K-60K,Retired,2023-01-01,2099-12-31,True
510,421,No Score,,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
511,422,Good,,Low,125K-200K,Employed,2023-01-01,2024-12-31,False
512,422,Good,673,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
513,423,Good,704,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
514,424,Excellent,836,Medium,40K-60K,Newcomer/Temporary,2023-01-01,2099-12-31,True
515,425,Good,691,Medium,90K-125K,Student,2023-01-01,2099-12-31,True
516,426,Good,703,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
517,427,Poor,571,High,60K-90K,Unemployed,2023-01-01,2099-12-31,True
518,428,Good,708,Medium,60K-90K,Self-employed,2023-01-01,2099-12-31,True
519,429,Very Good,746,Low,<40K,Employed,2023-01-01,2099-12-31,True
520,430,Very Good,,New/Thin File,60K-90K,Retired,2023-01-01,2024-12-31,False
521,430,Good,688,High,60K-90K,Retired,2025-01-01,2099-12-31,True
522,431,Excellent,821,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
523,432,Very Good,768,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
524,433,Very Good,741,High,200K+,Retired,2023-01-01,2099-12-31,True
525,434,No Score,,High,40K-60K,Employed,2023-01-01,2024-12-31,False
526,434,Excellent,829,Medium,40K-60K,Employed,2025-01-01,2099-12-31,True
527,435,Very Good,,Medium,60K-90K,Newcomer/Temporary,2023-01-01,2024-12-31,False
528,435,Excellent,811,Low,60K-90K,Newcomer/Temporary,2025-01-01,2099-12-31,True
529,436,Very Good,734,Medium,90K-125K,Employed,2023-01-01,2099-12-31,True
530,437,Very Good,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
531,437,Good,724,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
532,438,Very Good,754,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
533,439,Very Good,761,High,90K-125K,Self-employed,2023-01-01,2099-12-31,True
534,440,Very Good,727,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
535,441,Very Good,760,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
536,442,Very Good,744,Low,40K-60K,Retired,2023-01-01,2099-12-31,True
537,443,Good,701,Low,<40K,Self-employed,2023-01-01,2099-12-31,True
538,444,Very Good,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
539,444,Very Good,747,Medium,90K-125K,Employed,2025-01-01,2099-12-31,True
540,445,No Score,,High,90K-125K,Self-employed,2023-01-01,2024-12-31,False
541,445,Good,718,Low,90K-125K,Self-employed,2025-01-01,2099-12-31,True
542,446,No Score,,Low,40K-60K,Employed,2023-01-01,2024-12-31,False
543,446,Very Good,756,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
544,447,Good,678,Low,<40K,Employed,2023-01-01,2099-12-31,True
545,448,No Score,,Low,90K-125K,Self-employed,2023-01-01,2099-12-31,True
546,449,No Score,,Medium,90K-125K,Employed,2023-01-01,2024-12-31,False
547,449,Poor,563,High,90K-125K,Employed,2025-01-01,2099-12-31,True
548,450,Poor,576,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
549,451,Good,717,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
550,452,Poor,,High,125K-200K,Student,2023-01-01,2024-12-31,False
551,452,No Score,,Medium,125K-200K,Student,2025-01-01,2099-12-31,True
552,453,Good,707,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
553,454,Very Good,732,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
554,455,Fair,635,High,<40K,Student,2023-01-01,2099-12-31,True
555,456,No Score,,High,<40K,Employed,2023-01-01,2024-12-31,False
556,456,Excellent,804,Medium,<40K,Employed,2025-01-01,2099-12-31,True
557,457,Fair,590,High,60K-90K,Employed,2023-01-01,2099-12-31,True
558,458,Good,691,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
559,459,Poor,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
560,459,Excellent,789,New/Thin File,60K-90K,Employed,2025-01-01,2099-12-31,True
561,460,Good,,Low,<40K,Employed,2023-01-01,2024-12-31,False
562,460,Excellent,789,Medium,<40K,Employed,2025-01-01,2099-12-31,True
563,461,No Score,,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
564,462,Good,666,Medium,<40K,Employed,2023-01-01,2099-12-31,True
565,463,Good,714,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
566,464,Very Good,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
567,464,Very Good,769,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
568,465,Good,688,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
569,466,Good,685,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
570,467,Very Good,727,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
571,468,Very Good,726,New/Thin File,90K-125K,Employed,2023-01-01,2099-12-31,True
572,469,Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
573,469,Very Good,743,New/Thin File,60K-90K,Employed,2025-01-01,2099-12-31,True
574,470,Excellent,817,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
575,471,Fair,595,High,<40K,Employed,2023-01-01,2099-12-31,True
576,472,Good,718,Medium,<40K,Employed,2023-01-01,2099-12-31,True
577,473,Good,713,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
578,474,Very Good,756,Low,<40K,Employed,2023-01-01,2099-12-31,True
579,475,Fair,623,High,60K-90K,Employed,2023-01-01,2099-12-31,True
580,476,Very Good,758,Low,40K-60K,Unemployed,2023-01-01,2099-12-31,True
581,477,Good,692,Medium,90K-125K,Self-employed,2023-01-01,2099-12-31,True
582,478,Poor,,Medium,125K-200K,Employed,2023-01-01,2024-12-31,False
583,478,Excellent,835,Medium,125K-200K,Employed,2025-01-01,2099-12-31,True
584,479,Very Good,727,Low,60K-90K,Retired,2023-01-01,2099-12-31,True
585,480,Excellent,811,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
586,481,Good,690,High,40K-60K,Employed,2023-01-01,2099-12-31,True
587,482,Good,713,Low,<40K,Employed,2023-01-01,2099-12-31,True
588,483,Fair,638,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
589,484,Good,721,Medium,<40K,Employed,2023-01-01,2099-12-31,True
590,485,Fair,614,High,125K-200K,Employed,2023-01-01,2099-12-31,True
591,486,Very Good,727,Low,60K-90K,Employed,2023-01-01,2099-12-31,True
592,487,Good,665,Medium,<40K,Employed,2023-01-01,2099-12-31,True
593,488,Very Good,734,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
594,489,No Score,,Low,90K-125K,Employed,2023-01-01,2024-12-31,False
595,489,Good,672,Low,90K-125K,Employed,2025-01-01,2099-12-31,True
596,490,Good,,Medium,<40K,Employed,2023-01-01,2024-12-31,False
597,490,Very Good,769,Medium,<40K,Employed,2025-01-01,2099-12-31,True
598,491,Very Good,737,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
599,492,Good,,Medium,60K-90K,Employed,2023-01-01,2024-12-31,False
600,492,Very Good,737,Medium,60K-90K,Employed,2025-01-01,2099-12-31,True
601,493,Very Good,755,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
602,494,Very Good,750,High,<40K,Retired,2023-01-01,2099-12-31,True
603,495,Very Good,737,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
604,496,Good,711,Medium,60K-90K,Employed,2023-01-01,2099-12-31,True
605,497,Fair,644,Medium,200K+,Employed,2023-01-01,2099-12-31,True
606,498,Good,665,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
607,499,Fair,586,High,90K-125K,Employed,2023-01-01,2099-12-31,True
608,500,Excellent,801,Low,90K-125K,Employed,2023-01-01,2099-12-31,True
609,501,No Score,,Low,60K-90K,Employed,2023-01-01,2024-12-31,False
610,501,Excellent,832,Low,60K-90K,Employed,2025-01-01,2099-12-31,True
611,502,Good,717,Medium,<40K,Student,2023-01-01,2099-12-31,True
612,503,Good,689,Medium,200K+,Employed,2023-01-01,2099-12-31,True
613,504,Poor,553,High,60K-90K,Self-employed,2023-01-01,2099-12-31,True
614,505,Fair,637,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
615,506,Good,698,High,<40K,Employed,2023-01-01,2099-12-31,True
616,507,Fair,648,High,125K-200K,Employed,2023-01-01,2099-12-31,True
617,508,Very Good,741,Medium,60K-90K,Retired,2023-01-01,2099-12-31,True
618,509,Fair,649,High,90K-125K,Employed,2023-01-01,2099-12-31,True
619,510,Very Good,729,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
620,511,Fair,,New/Thin File,40K-60K,Employed,2023-01-01,2024-12-31,False
621,511,Poor,527,High,40K-60K,Employed,2025-01-01,2099-12-31,True
622,512,Good,676,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
623,513,Excellent,822,Low,40K-60K,Self-employed,2023-01-01,2099-12-31,True
624,514,Very Good,771,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
625,515,Poor,547,High,<40K,Employed,2023-01-01,2099-12-31,True
626,516,Fair,605,High,60K-90K,Employed,2023-01-01,2099-12-31,True
627,517,Very Good,772,Medium,40K-60K,Student,2023-01-01,2099-12-31,True
628,518,Poor,531,Medium,40K-60K,Self-employed,2023-01-01,2099-12-31,True
629,519,Good,,Low,<40K,Employed,2023-01-01,2024-12-31,False
630,519,Fair,604,Medium,<40K,Employed,2025-01-01,2099-12-31,True
631,520,Poor,,Medium,200K+,Self-employed,2023-01-01,2024-12-31,False
632,520,Very Good,746,Low,200K+,Self-employed,2025-01-01,2099-12-31,True
633,521,Good,705,Low,125K-200K,Employed,2023-01-01,2099-12-31,True
634,522,Good,678,Low,<40K,Employed,2023-01-01,2099-12-31,True
635,523,Poor,,Low,60K-90K,Self-employed,2023-01-01,2024-12-31,False
636,523,Very Good,747,Low,60K-90K,Self-employed,2025-01-01,2099-12-31,True
637,524,Fair,653,High,90K-125K,Employed,2023-01-01,2099-12-31,True
638,525,Poor,577,High,60K-90K,Employed,2023-01-01,2099-12-31,True
639,526,Good,701,Medium,200K+,Employed,2023-01-01,2099-12-31,True
640,527,Good,,Medium,40K-60K,Employed,2023-01-01,2024-12-31,False
641,527,Good,671,Low,40K-60K,Employed,2025-01-01,2099-12-31,True
642,528,No Score,,High,200K+,Employed,2023-01-01,2099-12-31,True
643,529,Very Good,779,Medium,200K+,Self-employed,2023-01-01,2099-12-31,True
644,530,Very Good,758,Low,40K-60K,Employed,2023-01-01,2099-12-31,True
645,531,Good,714,Low,125K-200K,Self-employed,2023-01-01,2099-12-31,True
646,532,Very Good,741,Medium,40K-60K,Employed,2023-01-01,2099-12-31,True
647,533,Good,687,Medium,125K-200K,Employed,2023-01-01,2099-12-31,True
648,534,Fair,652,Low,60K-90K,Self-employed,2023-01-01,2099-12-31,True
649,535,Fair,647,High,60K-90K,Newcomer/Temporary,2023-01-01,2099-12-31,True
